name,artists_names,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artists_popularities,artists_genres,artists_followers,predicted_mood
Jimikki Ponnu,Thaman S,76,2022-12-24,0.751,0.826,5.0,-7.805,0.0,0.205,0.588,0.0125,0.104,0.848,176.063,224096,4,73,filmi,5696948,energetic
Boulevard of Broken Dreams,Green Day,76,2017-11-17,0.496,0.682,8.0,-4.095,1.0,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333,4,80,permanent wave,13910935,sad
Dani California,Red Hot Chili Peppers,76,2006-05-09,0.556,0.913,0.0,-2.36,1.0,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160,4,84,alternative rock,19440818,happy
Be Quiet and Drive (Far Away),Deftones,76,1997-10-27,0.206,0.965,1.0,-5.116,1.0,0.079,9.91e-06,0.827,0.367,0.168,92.615,299867,4,79,alternative metal,3726949,calm
My Head & My Heart,Ava Max,76,2020-09-18,0.614,0.934,9.0,-3.709,0.0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4,82,dance pop,5854599,energetic
that way,Tate McRae,76,2020-01-24,0.453,0.383,0.0,-11.015,1.0,0.163,0.728,0.0,0.387,0.333,105.029,175027,4,81,pop,3458577,calm
Happiness is a butterfly,Lana Del Rey,76,2019-08-30,0.467,0.119,2.0,-10.99,1.0,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485,4,92,art pop,22394347,sad
Love Yourz,J. Cole,76,2014-12-09,0.677,0.638,8.0,-8.631,1.0,0.333,0.589,0.0,0.193,0.435,82.81,211497,4,88,conscious hip hop,19697795,calm
Kiss Me Thru The Phone,Soulja Boy,76,2008-01-01,0.758,0.712,7.0,-3.781,1.0,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,4,70,atl hip hop,1754880,calm
Tiny Dancer,Elton John,76,1971-11-05,0.414,0.428,0.0,-11.097,1.0,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,4,84,glam rock,11304400,sad
Wonderwall - Remastered,Oasis,76,1995-10-02,0.378,0.896,2.0,-4.066,1.0,0.0407,0.000452,0.0,0.194,0.469,174.302,258773,4,77,beatlesque,8481708,energetic
Escapism.,RAYE,76,2022-11-25,0.538,0.742,2.0,-5.355,1.0,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373,4,81,dance pop,818449,energetic
Paris,$uicideboy$,76,2015-11-20,0.849,0.648,7.0,-6.188,1.0,0.0835,0.0706,0.00636,0.0984,0.195,106.058,111020,4,87,dark trap,5347787,sad
Paper Planes,M.I.A.,76,2007-08-20,0.447,0.848,2.0,-6.175,1.0,0.222,0.033,7.46e-05,0.65,0.485,172.253,205200,4,68,dance pop,1210992,energetic
"Another Brick in the Wall, Pt. 2",Pink Floyd,76,1979-11-30,0.693,0.394,0.0,-15.882,1.0,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,4,81,album rock,18700663,calm
Take It Easy - 2013 Remaster,Eagles,76,1972,0.575,0.67,7.0,-10.39,1.0,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,4,77,album rock,9319860,happy
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,76,2021-05-20,0.595,0.784,1.0,-4.878,1.0,0.102,0.216,0.0,0.0608,0.479,124.111,183726,4,74,dance pop,3340885,energetic
PILLOWTALK,ZAYN,76,2016-03-25,0.584,0.7,11.0,-4.275,1.0,0.0456,0.117,0.0,0.0939,0.438,124.944,202747,4,77,dance pop,22088233,sad
Life Is Good (feat. Drake),Future,76,2020-01-10,0.676,0.609,2.0,-5.831,0.0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,4,91,atl hip hop,13500762,calm
Chachachá,Jósean Log,76,2016-10-14,0.68,0.321,5.0,-10.944,1.0,0.0376,0.791,4.67e-06,0.125,0.416,110.827,215986,4,67,mexican indie,616409,sad
Starlight,Dave,76,2022-03-03,0.954,0.367,4.0,-9.551,0.0,0.288,0.341,5.48e-06,0.0979,0.372,124.026,211935,4,76,uk hip hop,2947808,calm
It Ain't Me (with Selena Gomez),Kygo,76,2017-02-16,0.64,0.533,0.0,-6.596,1.0,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4,80,edm,8321176,sad
Smokin Out The Window,Bruno Mars,76,2021-11-11,0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,197443,4,89,dance pop,47341543,happy
La Grange - 2005 Remaster,ZZ Top,76,1973-07-26,0.545,0.64,4.0,-9.937,0.0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,4,71,album rock,3923860,calm
"Me, Myself & I",G-Eazy,76,2015-12-04,0.756,0.674,0.0,-6.518,0.0,0.0959,0.0184,0.0,0.158,0.389,111.995,251467,4,76,hip hop,5151553,energetic
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,76,2015-10-16,0.782,0.685,4.0,-6.237,1.0,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180566,4,65,,607783,calm
Bélico y Cholo,Sebastian Esquivel,76,2023-01-27,0.598,0.557,11.0,-7.092,1.0,0.0797,0.683,0.0,0.1,0.798,150.107,202227,3,62,corrido,22600,sad
Daydreaming,Harry Styles,76,2022-05-20,0.707,0.811,4.0,-5.298,0.0,0.0304,0.311,0.0152,0.131,0.899,113.971,187342,4,90,pop,26880130,happy
HDMI,BONES,76,2014-12-02,0.713,0.29,7.0,-16.365,1.0,0.0647,0.686,0.807,0.318,0.121,124.941,139440,4,76,dark trap,1266435,calm
Rock Your Body,Justin Timberlake,76,2002-11-04,0.892,0.714,4.0,-6.055,0.0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267,4,81,dance pop,12775487,calm
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,76,2019-10-04,0.726,0.408,11.0,-6.606,0.0,0.0614,0.603,0.0,0.225,0.459,115.918,143227,4,81,pop,4832124,calm
C U Girl,Steve Lacy,76,2015-02-15,0.414,0.473,11.0,-8.911,0.0,0.116,0.663,0.0523,0.128,0.409,100.0,129698,4,83,afrofuturism,3121869,calm
Best I Ever Had,Drake,76,2009,0.395,0.922,1.0,-2.176,1.0,0.375,0.19,0.0,0.134,0.558,162.361,257690,4,97,canadian hip hop,73660940,energetic
Team,Lorde,76,2013-09-27,0.69,0.578,6.0,-7.436,1.0,0.0929,0.167,0.0,0.305,0.416,99.961,193059,4,77,art pop,9938753,sad
Kilby Girl,The Backseat Lovers,76,2019-01-27,0.329,0.444,1.0,-9.973,1.0,0.0417,0.0578,0.0352,0.113,0.225,162.279,282206,4,69,indie pop,434325,sad
WARNING - Sped Up,MC ORSEN,76,2022-08-05,0.768,0.858,8.0,-4.629,1.0,0.0767,0.0144,0.861,0.0829,0.522,143.56,108672,4,67,drift phonk,125473,calm
Say My Name,Destiny's Child,76,1999-07-27,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,271333,4,72,dance pop,6278528,calm
Pop Out (feat. Lil Tjay),Polo G,76,2019-06-07,0.772,0.639,1.0,-7.119,1.0,0.467,0.15,0.0,0.0698,0.261,168.112,166560,4,84,chicago rap,9325312,calm
The One That Got Away,Katy Perry,76,2010-08-24,0.691,0.795,1.0,-4.021,0.0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,4,86,dance pop,26145315,energetic
Lady - Hear Me Tonight,Modjo,76,2001,0.72,0.808,6.0,-5.627,1.0,0.0379,0.00793,0.0293,0.0634,0.869,126.041,307154,4,61,disco house,156962,happy
Hero,Martin Garrix,76,2022-12-08,0.534,0.696,9.0,-5.211,0.0,0.0694,0.316,0.0,0.248,0.251,168.149,160714,4,78,dance pop,15766500,sad
Location,Playboi Carti,76,2017-04-14,0.717,0.79,11.0,-4.213,1.0,0.2,0.33,0.000125,0.518,0.371,125.985,168784,4,84,atl hip hop,7874546,energetic
Big Jet Plane,Restricted,76,2022-12-09,0.701,0.477,1.0,-12.008,1.0,0.0429,0.166,0.554,0.147,0.174,140.05,150000,4,64,,45827,calm
Ghost Town,Kanye West,76,2018-06-01,0.573,0.545,7.0,-4.247,0.0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387,4,91,chicago rap,19690011,sad
Seu Brilho Sumiu - Ao Vivo,Israel & Rodolffo,76,2023-03-02,0.625,0.916,6.0,-3.704,1.0,0.0461,0.309,0.0,0.906,0.746,153.664,168840,4,78,arrocha,1898503,happy
Look Back at It,A Boogie Wit da Hoodie,76,2018-12-21,0.791,0.587,3.0,-5.075,0.0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4,83,melodic rap,7275943,sad
Scared to Be Lonely,Martin Garrix,76,2017-01-27,0.584,0.54,1.0,-7.786,0.0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4,78,dance pop,15766500,sad
Aquecimento Senta Senta Suave,MC Kevin o Chris,76,2022-11-04,0.77,0.645,5.0,-6.912,0.0,0.339,0.581,8.95e-05,0.343,0.66,134.858,147383,4,71,funk 150 bpm,2953735,calm
Starships,Nicki Minaj,76,2012-01-01,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4,87,dance pop,27806738,happy
Blame (feat. John Newman),Calvin Harris,76,2014-10-31,0.414,0.857,0.0,-4.078,0.0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4,87,dance pop,23290302,energetic
comethru,Jeremy Zucker,76,2018-09-28,0.795,0.178,0.0,-11.991,1.0,0.0574,0.607,0.0,0.623,0.608,93.982,181613,4,73,electropop,2133564,calm
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,76,2011-10-11,0.715,0.655,0.0,-6.425,1.0,0.137,0.0525,0.0,0.115,0.531,95.078,207333,4,84,g funk,9489534,calm
Wagon Wheel,Darius Rucker,76,2013-01-01,0.537,0.66,9.0,-7.174,1.0,0.0296,0.455,0.0,0.135,0.574,148.096,298373,4,68,black americana,2396130,sad
Hollywood's Bleeding,Post Malone,76,2019-09-06,0.405,0.646,4.0,-3.206,0.0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,4,89,dfw rap,40179245,sad
I Feel Like I'm Drowning,Two Feet,76,2018-10-05,0.717,0.577,8.0,-5.436,1.0,0.0491,0.708,0.00428,0.0899,0.235,104.927,185520,3,72,indie poptimism,1782165,sad
Ojos Cerrados,Banda MS de Sergio Lizárraga,76,2022-01-07,0.513,0.345,7.0,-7.579,1.0,0.0691,0.336,0.0,0.0584,0.68,79.981,180750,4,80,banda,17072177,sad
Adicto (with Anuel AA & Ozuna),Tainy,76,2019-08-22,0.734,0.836,10.0,-4.803,0.0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4,77,latin hip hop,1275778,energetic
Kernkraft 400 (A Better Day),Topic,76,2022-06-17,0.623,0.727,11.0,-5.57,0.0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,165800,4,75,covertronica,202522,calm
WAKE UP!,MoonDeity,76,2022-08-05,0.676,0.617,0.0,-4.626,1.0,0.0414,0.000816,0.636,0.227,0.718,124.978,142940,4,72,ukrainian viral pop,214476,calm
F.N,Lil Tjay,76,2019-10-11,0.567,0.515,6.0,-10.265,0.0,0.247,0.354,0.0,0.078,0.321,120.1,224000,1,82,brooklyn drill,6378711,calm
Your Love (9PM),ATB,76,2021-01-15,0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053,4,65,german dance,352282,energetic
Psycho,Red Velvet,76,2019-12-23,0.664,0.666,8.0,-2.203,1.0,0.0446,0.193,0.0,0.0854,0.405,139.987,210560,4,74,k-pop,8243889,sad
Just Pretend,Bad Omens,76,2022-02-25,0.457,0.834,5.0,-4.674,0.0,0.0817,0.00252,0.00125,0.1,0.201,140.032,204677,4,73,american metalcore,615834,energetic
Control,Zoe Wees,76,2020-03-13,0.599,0.465,4.0,-4.95,1.0,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,230880,4,68,german pop,388522,sad
La Bolsa Gucci,miguel cornejo,76,2023-02-17,0.685,0.808,1.0,-4.124,0.0,0.0762,0.326,0.0,0.373,0.869,141.988,136121,3,61,sad sierreno,9559,happy
Broke Boys,Drake,76,2022-11-04,0.642,0.533,2.0,-7.45,1.0,0.266,0.0104,0.000108,0.251,0.112,120.041,225439,4,97,canadian hip hop,73660940,calm
Cheshire,ITZY,76,2022-11-30,0.79,0.838,7.0,-3.183,1.0,0.0501,0.332,7.07e-06,0.357,0.738,98.966,182453,4,74,k-pop girl group,5316973,happy
IDK You Yet,Alexander 23,75,2020-06-23,0.648,0.308,1.0,-11.729,1.0,0.04,0.886,0.0774,0.124,0.198,76.997,184638,1,63,alt z,363550,sad
International Love (feat. Chris Brown),Pitbull,75,2011-06-17,0.67,0.855,0.0,-3.035,0.0,0.0499,0.0124,0.0,0.335,0.648,120.05,227280,4,83,dance pop,9918564,energetic
Right My Wrongs,Bryson Tiller,75,2015-10-02,0.543,0.449,1.0,-8.065,1.0,0.0463,0.345,0.0,0.157,0.29,132.609,249320,4,81,kentucky hip hop,6770700,sad
We Are Young (feat. Janelle Monáe),fun.,75,2012-02-14,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,4,68,baroque pop,3513600,sad
my ex's best friend (with blackbear),Machine Gun Kelly,75,2020-09-25,0.731,0.675,5.0,-5.134,0.0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4,80,ohio hip hop,5024236,sad
Carinha de Bebê,Ana Castela,75,2023-02-14,0.762,0.915,11.0,-2.596,0.0,0.0636,0.455,0.0,0.157,0.735,131.965,175226,4,84,funk rj,1092124,happy
The Great Gig in the Sky,Pink Floyd,75,1973-03-01,0.274,0.217,5.0,-13.814,1.0,0.0345,0.767,0.896,0.0832,0.181,116.334,283872,4,81,album rock,18700663,calm
Take You Dancing,Jason Derulo,75,2020-07-22,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,190306,4,80,dance pop,11783256,calm
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,75,2018-10-25,0.67,0.743,10.0,-4.993,1.0,0.0393,0.237,0.0,0.465,0.571,125.944,218293,4,82,pop,11453248,energetic
Saturday/Sunday,Jason Derulo,75,2023-02-09,0.698,0.781,8.0,-5.615,0.0,0.0401,0.143,0.0,0.0762,0.851,124.017,166573,4,80,dance pop,11783256,happy
HOT,SEVENTEEN,75,2022-05-27,0.765,0.777,5.0,-4.376,0.0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,197587,4,79,k-pop,8821696,energetic
Wish You Were Here,Pink Floyd,75,1975-09-12,0.481,0.262,7.0,-15.73,1.0,0.0414,0.735,0.0114,0.832,0.375,122.861,334744,4,81,album rock,18700663,sad
Enter Sandman (Remastered),Metallica,75,1991-08-12,0.566,0.834,6.0,-8.412,0.0,0.0298,0.00277,0.008,0.0625,0.621,123.296,331560,4,84,hard rock,24282818,energetic
Jumbotron Shit Poppin,Drake,75,2022-11-04,0.799,0.575,6.0,-6.257,0.0,0.282,0.221,0.0,0.196,0.319,99.026,137151,4,97,canadian hip hop,73660940,calm
Me Rehúso,Danny Ocean,75,2016-09-16,0.744,0.804,1.0,-6.327,1.0,0.0677,0.0231,0.0,0.0494,0.426,104.823,205715,4,79,latin pop,4841519,energetic
Wonder Woman,Miley Cyrus,75,2023-03-10,0.443,0.226,10.0,-7.776,1.0,0.0354,0.939,0.0,0.0797,0.238,72.851,185267,4,92,pop,20250106,sad
Problem,Ariana Grande,75,2014-08-25,0.66,0.805,1.0,-5.352,0.0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,193920,4,91,dance pop,89209352,energetic
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,75,1990-05-20,0.52,0.652,5.0,-6.655,1.0,0.0274,0.34,5.49e-05,0.256,0.722,80.609,258787,4,72,europop,1951155,happy
Devil Town,Cavetown,75,2015-11-09,0.576,0.759,3.0,-8.165,1.0,0.0599,0.12,0.0,0.121,0.501,99.969,179955,4,74,bedroom pop,3662581,energetic
Cigarettes,Juice WRLD,75,2022-03-18,0.587,0.614,2.0,-6.344,1.0,0.0435,0.0306,0.0,0.399,0.451,160.075,227527,4,90,chicago rap,28492575,sad
The Weekend,SZA,75,2017-06-09,0.4,0.366,8.0,-9.405,0.0,0.0597,0.242,0.0,0.126,0.161,73.313,272187,3,93,pop,11705818,sad
Sour Grapes,LE SSERAFIM,75,2022-05-02,0.779,0.801,6.0,-5.564,0.0,0.0457,0.395,0.0,0.108,0.72,139.998,196540,4,76,,1838888,happy
right where you left me - bonus track,Taylor Swift,75,2021-01-07,0.581,0.619,10.0,-6.524,1.0,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,4,100,pop,71194980,sad
Make You Mine,PUBLIC,75,2019-08-09,0.606,0.799,9.0,-4.452,1.0,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4,61,indie rockism,200620,energetic
120,Bad Bunny,75,2020-11-27,0.636,0.656,2.0,-5.542,0.0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,151506,4,98,reggaeton,67091189,sad
Use Somebody,Kings of Leon,75,2008-09-23,0.276,0.715,0.0,-5.356,1.0,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,4,75,modern rock,5174688,sad
Do Not Disturb,Drake,75,2017-03-18,0.618,0.693,7.0,-5.943,0.0,0.45,0.246,0.0,0.112,0.454,170.982,283551,4,97,canadian hip hop,73660940,calm
Se Voce Nao Quer Passa a Vez,Mc Delux,75,2022-03-22,0.956,0.827,9.0,1.295,1.0,0.222,0.136,0.000259,0.423,0.614,129.949,133846,4,67,deboxe,74193,energetic
Te Boté - Remix,Nio Garcia,75,2018-04-13,0.903,0.675,11.0,-3.445,0.0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,73,latin hip hop,4558453,calm
(I Just) Died In Your Arms,Cutting Crew,75,1986-01-01,0.625,0.726,11.0,-11.402,0.0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,280400,4,62,album rock,364091,sad
La Invitación,Kenia OS,75,2022-10-26,0.63,0.612,7.0,-7.119,1.0,0.237,0.4,0.0,0.129,0.505,169.649,149053,4,78,reggaeton mexicano,2955039,calm
Capo,NLE Choppa,75,2022-01-13,0.614,0.953,2.0,-4.162,1.0,0.0688,0.119,0.0,0.331,0.593,154.969,192200,4,80,memphis hip hop,5963499,energetic
Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,75,2004-11-16,0.728,0.832,7.0,-6.827,1.0,0.267,0.327,0.0,0.504,0.825,95.051,172893,4,77,alternative hip hop,1883868,energetic
1400 / 999 Freestyle,Trippie Redd,75,2018-11-09,0.825,0.572,6.0,-6.067,0.0,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,4,83,melodic rap,8559916,sad
295,Sidhu Moose Wala,75,2021-05-15,0.557,0.794,11.0,-5.698,0.0,0.2,0.179,0.0,0.106,0.432,91.366,270000,4,80,desi hip hop,16575436,energetic
Gone Girl,SZA,75,2022-12-09,0.428,0.439,5.0,-7.674,1.0,0.0591,0.57,0.0,0.153,0.418,150.007,244027,4,93,pop,11705818,sad
Locos,León Larregui,75,2016-03-11,0.724,0.646,10.0,-6.475,1.0,0.0352,0.072,0.000157,0.0923,0.957,112.019,177600,4,70,latin alternative,1887022,calm
Ferxxo 100,Feid,75,2022-06-03,0.701,0.568,8.0,-3.389,0.0,0.067,0.252,0.0,0.153,0.577,164.062,167973,4,93,colombian pop,4443557,sad
Asiwaju,Ruger,75,2022-11-14,0.727,0.6,8.0,-4.799,1.0,0.24,0.636,5.1e-06,0.106,0.754,199.796,216000,4,66,nigerian pop,1088400,calm
Se Amerita,Junior H,75,2020-09-02,0.752,0.719,6.0,-4.399,0.0,0.0285,0.264,7.96e-05,0.126,0.544,107.582,235858,4,90,corridos tumbados,6665289,calm
Goodie Bag,Still Woozy,75,2017-11-05,0.739,0.522,7.0,-12.304,0.0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4,70,bedroom pop,905664,calm
Medallo,Blessd,75,2021-10-27,0.787,0.7,4.0,-4.598,0.0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,4,75,reggaeton,1896935,calm
It Will Rain,Bruno Mars,75,2011-09-28,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,257720,4,89,dance pop,47341543,energetic
Me and My Husband,Mitski,75,2018-08-17,0.497,0.638,1.0,-5.31,1.0,0.0274,0.0467,0.0,0.385,0.77,172.01,137142,4,80,brooklyn indie,4436612,happy
What A Wonderful World,Louis Armstrong,75,1968-01-01,0.271,0.165,5.0,-20.652,1.0,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227,4,70,adult standards,2646670,sad
BABY OTAKU,Pablito Pesadilla,75,2022-08-18,0.835,0.747,9.0,-4.65,1.0,0.083,0.0492,0.0,0.055,0.432,102.003,176471,4,60,,96966,energetic
Mambo No. 5 (a Little Bit of...),Lou Bega,75,1999-07-19,0.622,0.807,5.0,-6.752,0.0,0.408,0.103,0.0,0.306,0.892,174.06,220293,4,60,latin pop,99809,energetic
Intentions (feat. Quavo),Justin Bieber,75,2020-02-14,0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4,91,canadian pop,71019605,calm
Savior,Rise Against,75,2008-01-01,0.554,0.932,5.0,-3.424,0.0,0.0485,0.00154,0.000142,0.425,0.478,112.49,242280,4,72,chicago hardcore,2606228,energetic
My House,Flo Rida,75,2015-04-07,0.688,0.702,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4,80,dance pop,8819304,calm
Bigger Than The Whole Sky,Taylor Swift,75,2022-10-22,0.422,0.235,6.0,-12.379,1.0,0.0568,0.826,0.00648,0.115,0.068,165.71,218503,4,100,pop,71194980,sad
Rayando El Sol,Maná,75,1990-07-02,0.643,0.809,7.0,-3.275,1.0,0.028,0.45,1.22e-06,0.154,0.499,112.677,250107,4,78,latin arena pop,9510130,energetic
Japanese Denim,Daniel Caesar,75,2016-10-21,0.707,0.238,3.0,-8.818,1.0,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,270847,3,79,canadian contemporary r&b,3908397,sad
Symphony (feat. Zara Larsson),Clean Bandit,75,2018-11-30,0.715,0.605,0.0,-5.128,0.0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,212733,4,76,dance pop,5130127,sad
Mad Max,Only The Family,75,2022-12-16,0.898,0.64,5.0,-8.796,0.0,0.255,0.0212,0.0,0.0919,0.68,149.988,153600,4,64,chicago rap,325790,calm
More Than Words,Extreme,75,1990-01-01,0.626,0.134,6.0,-14.898,1.0,0.0298,0.467,0.0,0.113,0.239,91.893,334107,4,63,album rock,507023,sad
Drop It Like It's Hot,Snoop Dogg,75,2004-01-01,0.888,0.632,1.0,-3.872,1.0,0.219,0.19,0.0,0.101,0.662,91.979,266067,4,84,g funk,9489534,calm
Yo Perreo Sola,Bad Bunny,75,2020-02-29,0.86,0.758,11.0,-5.16,1.0,0.0695,0.021,6.54e-05,0.344,0.453,97.014,172127,4,98,reggaeton,67091189,energetic
Sensacion Del Bloque,Various Artists,75,2006-01-01,0.709,0.726,7.0,-7.129,1.0,0.0411,0.0977,0.0,0.301,0.404,92.006,182187,4,0,,1873341,energetic
Vuelve,Daddy Yankee,75,2017-09-29,0.734,0.531,1.0,-5.662,1.0,0.0321,0.196,0.0,0.119,0.199,130.024,279613,4,88,latin hip hop,32151557,sad
My Name Is,Eminem,75,1999-02-23,0.869,0.68,1.0,-6.233,1.0,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,268400,4,92,detroit hip hop,68427443,calm
TRUSTFALL,P!nk,75,2023-02-17,0.636,0.888,8.0,-3.889,1.0,0.0945,0.00162,0.000216,0.147,0.25,122.032,237200,4,84,dance pop,14869484,energetic
Goo Goo Muck,The Cramps,75,1981-01-01,0.582,0.767,4.0,-11.38,0.0,0.0297,0.288,0.0789,0.0606,0.736,141.683,186038,4,62,gothabilly,394811,happy
Love Lost,Mac Miller,75,2022-07-22,0.735,0.812,2.0,-4.417,1.0,0.151,0.528,0.0,0.186,0.584,109.835,162876,4,85,hip hop,8781706,energetic
Firestone,Kygo,75,2016-05-13,0.704,0.634,11.0,-7.374,0.0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,271640,4,80,edm,8321176,sad
Here's Your Perfect,Jamie Miller,75,2021-04-30,0.558,0.454,6.0,-5.335,1.0,0.0551,0.499,0.0,0.146,0.424,113.12,158594,4,66,pop,415185,sad
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,75,2018-09-28,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4,78,dance pop,8440034,energetic
On My Own,Darci,75,2018-05-09,0.767,0.593,4.0,-5.901,1.0,0.0413,0.0324,4.5e-06,0.0878,0.579,130.007,171692,4,65,trap soul,127410,sad
Mentalité,Baby Gang,75,2022-06-17,0.747,0.518,5.0,-8.103,0.0,0.355,0.698,0.000126,0.109,0.574,129.341,217104,5,73,trap italiana,737364,calm
BOOMBAYAH,BLACKPINK,75,2016-08-08,0.661,0.836,5.0,-3.164,0.0,0.059,0.00268,0.0,0.497,0.396,124.952,240793,4,87,k-pop,39215712,energetic
Si Se Da - Remix,Myke Towers,75,2019-08-02,0.817,0.672,11.0,-5.612,0.0,0.299,0.441,0.0,0.13,0.774,93.999,332240,4,89,reggaeton,10903110,calm
Hasta Que Me Olvides,Luis Miguel,75,1993,0.641,0.593,3.0,-7.884,1.0,0.0264,0.46,0.0,0.169,0.437,119.828,281000,4,83,bolero,11998993,sad
FEVER,ENHYPEN,75,2021-04-26,0.6,0.713,6.0,-5.079,0.0,0.0592,0.0642,0.0,0.142,0.471,72.999,172107,4,76,anime,5292562,sad
One,U2,75,1991-11-18,0.392,0.534,0.0,-8.793,1.0,0.0369,0.245,0.00104,0.155,0.325,181.305,276187,4,80,irish rock,10930205,sad
Soy Peor,Bad Bunny,75,2016-12-08,0.808,0.611,0.0,-3.221,0.0,0.0663,0.683,0.00638,0.114,0.172,116.011,257384,4,98,reggaeton,67091189,sad
my tears ricochet,Taylor Swift,75,2020-07-24,0.456,0.263,0.0,-10.63,1.0,0.0332,0.806,0.0,0.0749,0.111,129.86,255894,4,100,pop,71194980,sad
Freaking Out the Neighborhood,Mac DeMarco,75,2012-10-16,0.565,0.832,8.0,-5.751,0.0,0.108,0.0638,0.0288,0.386,0.847,143.303,173889,4,82,edmonton indie,3786712,energetic
"Dil Ko Karaar Aaya (From ""Sukoon"")",Yasser Desai,75,2020-07-31,0.55,0.448,11.0,-9.117,1.0,0.0366,0.777,0.000459,0.111,0.388,147.986,231487,4,65,desi pop,958804,sad
Dandelions - slowed + reverb,Ruth B.,75,2021-08-27,0.573,0.715,8.0,-3.293,0.0,0.0256,0.0444,0.0,0.0898,0.258,101.699,268717,3,76,alt z,2796322,sad
Praise God,Kanye West,75,2021-08-29,0.798,0.545,1.0,-6.466,1.0,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,4,91,chicago rap,19690011,calm
200 COPAS,KAROL G,75,2021-03-26,0.515,0.704,9.0,-5.25,0.0,0.206,0.767,0.0,0.415,0.885,91.246,217213,3,93,reggaeton,33856064,calm
Sigue,Beny Jr,75,2022-04-01,0.682,0.708,6.0,-5.597,0.0,0.165,0.611,0.0328,0.0955,0.594,122.053,211456,4,71,drill espanol,721347,calm
ily (i love you baby) (feat. Emilee),Surf Mesa,75,2019-11-26,0.674,0.774,11.0,-7.567,0.0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,4,64,tropical house,157500,energetic
